Casefold,processed,label_encoded,model_Label,gpt_label
pelayanan nya prima pelayan nya ramah makanan ok kebersihan juga ok siiplah kalo ke jogja rekomen banget stay di hotel ini baik utk bisnis maupun staycation,layan prima layan ramah makan baik bersih baik siiplah kalau jogja rekomendasi banget stay hotel baik bisnis maupun staycation,2,positif,positif
pelayanan nya rmah baik sopan tempatnya nyaman bersihh rekomended buat menginap disini thanks pelayanan nyaa,layan rmah baik sopan tempat nyaman bersihh rekomended inap sini thanks layan nyaa,2,positif,positif
iftar di hotel ini bener bener oke banget pelayanannya bagus staffnya ramah makanannya enak dan variatif,iftar hotel bener bener baik banget layan bagus staffnya ramah makan enak variatif,2,positif,positif
salma untuk pengalaman menginap breakfast lengkap kamar nyaman lokasi hotel ditengah kota mudah akses ke lokasi lain,salma alam inap sarap lengkap kamar nyaman lokasi hotel tengah kota mudah akses lokasi lain,2,positif,positif
pelayanan super ramah dan baik makanan juga enak dan bermacam macam suka dengan pelayanan dengan mba nya si the best kalo ke jogja bakal mampir kesini lagi sii,layan super ramah baik makan enak macam macam suka layan kalau jogja bakal mampir kesini lagi sii,2,positif,positif
posisi strategis mau ke marlboro di dekat hotel sdh ada halte,posisi strategis marlboro dekat hotel halte,2,positif,netral
sarapannya enak banget menunya beragam dan fresh karyawannya juga ramah dibantu banget sama mbak lena,sarap enak banget menu agam fresh karyawannya ramah bantu banget sama,2,positif,positif
sangat nyaman tempat nya dan ramah pelayanannya the best,sangat nyaman tempat ramah layan,2,positif,positif
pelayanannya bagus fasilitas nya ok pokoknya best,layan bagus fasilitas baik pokok,2,positif,positif
layak dan menyenangkan untuk bermalam bersama keluarga di sini,layak senang malam sama keluarga sini,2,positif,positif
hotel dgn pelayanan yg bagus hospitality sangat baik dari semua staf sarapan enak dan bervariasi kamar bersih namun beberapa bagian furniture sudah perlu perbaikan dan penerangan redup bisa lebih ditingkatkan secara umum ini hotel yg luar biasa strategis dan nyaman terima kasih servicenya luar biasa,hotel layan bagus hospitality sangat baik semua staf sarap enak variasi kamar bersih namun beberapa bagi furniture perlu baik terang redup bisa lebih tingkat cara umum hotel luar biasa strategis nyaman terima kasih servicenya luar biasa,1,netral,positif
menginap d n lokasi strategis kamar tamu yang luas dibandingkan hotel bintang sejenis meski perlu ada peremajaan karena kesan tua masih terlihat staf hotel ramah mulai front liner petugas di restoran hingga housekeeper recommended,inap lokasi strategis kamar tamu luas banding hotel bintang jenis meski perlu remaja kesan tua masih lihat staf hotel ramah mulai front liner tugas restoran hingga housekeeper rekomendasi,1,netral,positif
overall semuanyaa worth it mulai dari pelayanan breakfast room service dll,semua semuanyaa worth it mulai layan sarap room service,2,positif,positif
pelayanan luar biasa staf ramah dan profesional kamar bersih mewah dan super nyaman fasilitas lengkap kolam renang gym dan sarapan semua top lokasi strategis suasana tenang pengalaman menginap yang memuaskan,layan luar biasa staf ramah profesional kamar bersih mewah super nyaman fasilitas lengkap kolam renang gym sarap semua top lokasi strategis suasana tenang alam inap muas,2,positif,positif
hotel yang nyaman dan pelayanannya sangat baik kamar bagus bersih dan wangi makanan yang disediakan sangat enak,hotel nyaman layan sangat baik kamar bagus bersih wangi makan sedia sangat enak,2,positif,positif
kalau ke yogya sering menginap disini makanan enak pelayanannya ramah nyaman,kalau yogya sering inap sini makan enak layan ramah nyaman,2,positif,positif
enak sekali untuk breakfast di grand mercure dari buffet dessert minuman komplit dan rasanya enak sekali service nya oke dan bagus dibantu oleh mba lena,enak sekali sarap grand mercure buffet dessert minum komplit rasa enak sekali service baik bagus bantu oleh,2,positif,positif
makanan ikan tepung agak keras minuman tidak menyediakan kopi saat diner buah melon tidak manis untuk lainnya bagus dan enak pelayanan bagus dan ramah,makan ikan tepung agak keras minum sedia kopi saat diner buah melon manis lain bagus enak layan bagus ramah,1,netral,netral
sarapan pagi ini sangat enak memuaskan,sarap pagi sangat enak muas,2,positif,positif
makanan enak sekali apalagi sub daging nya dan juga pelayanan pokoknya mantap,makan enak sekali apalagi sub daging layan pokok mantap,2,positif,positif
pelayanan di restorannya ramah makanan yang disajikan eunak,layan restoran ramah makan saji eunak,2,positif,positif
makanan nya enak tempat nya nyaman dan pelayanan nya okee,makan enak tempat nyaman layan okee,2,positif,positif
cozy place roomnya bersih adeem aminities nya lengkaapp staffnya ramah ramah bangett apalagi mba nalaa senyumnya maniss puooll,cozy place roomnya bersih adeem aminities lengkaapp staffnya ramah ramah banget apalagi nalaa senyum maniss puooll,2,positif,positif
makanan untuk bukber nya enak ragamnya bervariasi banyak macam yang bisa dipilih,makan buka sama enak ragam variasi banyak macam bisa pilih,2,positif,positif
makanannya enak semua kamarnya bersih dan pelayan mbak aztutikamariah ramah,makan enak semua kamar bersih layan aztutikamariah ramah,2,positif,positif
tempatnya strategis karena berada di dalam kota yogyakarta untuk pelayanan juga bagus sekali dibantu dengan training lady lena terimakasih,tempat strategis ada kota yogyakarta layan bagus sekali bantu training lady terimakasih,2,positif,positif
bangunannya bersih kamarnya bersih makananya enak viewnya bagus ada pelataran serasa di candi,bangun bersih kamar bersih makananya enak viewnya bagus latar serasa candi,2,positif,positif
kamarnya sangat bersih dan fasilitas yang lengkap,kamar sangat bersih fasilitas lengkap,2,positif,positif
good stay lobby hingga koridor kamar sangat wangi receptionist sangat ramah dan ringan tangan untuk membantu lokasi hotel cukup strategis tidak terlalu jauh dari pusat kota rasa makanan ketika sarapan juga sangat cocok di lidah dengan variasi yang sangat banyak,good stay lobby hingga koridor kamar sangat wangi receptionist sangat ramah ringan tangan bantu lokasi hotel cukup strategis terlalu jauh pusat kota rasa makan ketika sarap sangat cocok lidah variasi sangat banyak,1,netral,positif
pelayan ramah menyenangkan trimakasih kakak airin ojt semoga di terima,layan ramah senang terimakasih kakak airin ojt moga terima,2,positif,positif
dari kamar dan menu makanan semua sangat memuaskan banyak pilihan menu makanannya,kamar menu makan semua sangat muas banyak pilih menu makan,2,positif,positif
pelayanan sat set makna joss,layan sat set makna joss,2,positif,positif
menu sarapan dan penyajian bagus lokasi sarapan bagus krn bisa melihat gunung merapi kebersihan area sarapan bagus pelayanan bagus,menu sarap saji bagus lokasi sarap bagus bisa lihat gunung rapi bersih area sarap bagus layan bagus,2,positif,positif
meeting room sewu sangat nyaman mudah diakses makanan juga sangat enak sup ayam tofu nya enak banget es teler nya juga enak staff ramah dan sopan,meeting room sewu sangat nyaman mudah akses makan sangat enak sup ayam tofu enak banget es teler enak staff ramah sopan,2,positif,positif
pelayanan mbak meriska baik ramah makan enak nasgor ramah di lidah suasana nyaman pokonya mantaaap tenan,layan meriska baik ramah makan enak nasgor ramah lidah suasana nyaman poko mantap tenan,2,positif,positif
kamarnya nyaman pelayanan ramah dan lokasi cukup oke,kamar nyaman layan ramah lokasi cukup baik,2,positif,positif
silvia sarapan nya enak,sarap enak,2,positif,positif
hotelnya sangat menyenangkan dekat dengan pusat kota kamarnya bersih sajian di restoran enak menu juga bervariasi,hotel sangat senang dekat pusat kota kamar bersih saji restoran enak menu variasi,2,positif,positif
breakfast variatif menunya banyak enak kamar juga enak dinginn rame juga,sarap variatif menu banyak enak kamar enak dinginn rame,2,positif,positif
kebersihan hotel sangat bersih pelayanan sangat memuaskan untuk sarapan mewah dan nikmat di tambah ada room buat yg merokok,bersih hotel sangat bersih layan sangat muas sarap mewah nikmat tambah room rokok,2,positif,positif
ikan nya enak pas dan suasana nyaman,ikan enak pas suasana nyaman,2,positif,positif
hotel nya bagus karyawan nya ramah lokasi nya di tengah kota jadi mudah kalau mau cari lokasi wisata kamar nya mewah saya kurang beruntung karena mendapat kamar yg ac ny agak berdengung over all is exelence,hotel bagus karyawan ramah lokasi tengah kota mudah kalau cari lokasi wisata kamar mewah kurang untung dapat kamar ac agak dengung over all is exelence,0,negatif,positif
tempatnya keren dan suasananya juga bagus hiasan di setiap dindingnya buat kita ga bosen suasananya juga bikin adem selain itu pelayanan juga baik sekali para pekerja sangat ramah selain itu makanan nya juga enak hehe,tempat keren suasana bagus hias tiap dinding bosen suasana bikin adem selain layan baik sekali kerja sangat ramah selain makan enak,2,positif,positif
pelayanan dan kamar luar biasa ngak nyesel dech sukses trus grand mercure,layan kamar luar biasa ngak nyesel dech sukses terus grand mercure,2,positif,positif
makanan enak dan pilihan nya banyak,makan enak pilih banyak,2,positif,positif
fasilitas enak makan nya juga enak dan nyaman,fasilitas enak makan enak nyaman,2,positif,positif
sangat memuaskan pelayanan mbak silvia makananya juga lezat,sangat muas layan makananya lezat,2,positif,positif
hotelnya mewah bersih dan rapih pelayanannya bagus pengen balik lagi pokonyaa mantap,hotel mewah bersih rapih layan bagus ken balik lagi pokonyaa mantap,2,positif,positif
banyak menu sarapannya makasih layanannya mba cerita,banyak menu sarap terima kasih layan cerita,2,positif,positif
semua menu enak dan approved pelayanan sangat ramah dan gercep mbak salma,semua menu enak approved layan sangat ramah gercep salma,2,positif,positif
kamar oke walau dapat yg amoking room tapi di dalam kamar tidak ada bau rokok sama sekali bersih dan ac dingin,kamar baik walau dapat amoking room kamar bau rokok sama sekali bersih ac dingin,0,negatif,positif
datang jam mau cek in data dah lengkap tp disuruh nunggu katanya kamar msh dibersihkan heran kok jam segitu kmr blm ready satu setgh jam kemudian dioper ke hotel lain katanya sdh penuh kayake gk siap terima rombongan lebih dari orang,datang jam check in data dah lengkap suruh nunggu kata kamar msh bersih heran kok jam segitu kamar belum ready satu setgh jam kemudian oper hotel lain kata penuh kayake siap terima rombong lebih orang,0,negatif,negatif
hotelnya nyaman kamarnya luas dan bersih makanan di restorannya banyak jenisnya dan enak terima kasih,hotel nyaman kamar luas bersih makan restoran banyak jenis enak terima kasih,2,positif,positif
mulai dari pelayanan yang ramah dan profesional hingga suasana yang nyaman dan elegan semuanya terasa sempurna kamar yang saya tempati sangat bersih dan dilengkapi dengan fasilitas yang lengkap memberikan kenyamanan maksimal selama saya,mulai layan ramah profesional hingga suasana nyaman elegan semua asa sempurna kamar tempat sangat bersih lengkap fasilitas lengkap beri nyaman maksimal lama,2,positif,positif
tempatnya strategis interiornya juga bagus ada unsur jawa yang membuat menarik kamar nyaman makanan juga enak recommended kalau ke jogja,tempat strategis interior bagus unsur jawa buat tarik kamar nyaman makan enak rekomendasi kalau jogja,2,positif,positif
letak hotel strategis pelayanan bagus kamar nyaman,letak hotel strategis layan bagus kamar nyaman,2,positif,positif
hotel yg bagus pelayanan ramah cocok untuk stay cation,hotel bagus layan ramah cocok stay cation,2,positif,positif
layanan ok baget lokasi strategis kamarnya bersih,layan baik baget lokasi strategis kamar bersih,2,positif,positif
pelayanan ramah makanan nya enak tempat nya luas bersih dan nyaman,layan ramah makan enak tempat luas bersih nyaman,2,positif,positif
selamat malam dear management grand mercure hotel yogyakarta,selamat malam dear management grand mercure hotel yogyakarta,2,positif,netral
menjadi salah satu hotel yg rekomended buat staycation di jogja nyaman bgt staycation disini toiletris lengkap,jadi salah satu hotel rekomended staycation jogja nyaman banget staycation sini toiletris lengkap,2,positif,positif
sarapan nya enak dan sangat puas dan juga lengkap pelayanan mbak lena juga baik,sarap enak sangat puas lengkap layan baik,2,positif,positif
makanannya enak tempatnya juga baguss waktu itu pernah bukber disituu,makan enak tempat bagus waktu pernah buka sama disituu,2,positif,positif
breakfast nya oke pelayanan baik sekali,sarap baik layan baik sekali,2,positif,positif
lokasi hotel strategis pelayanan ramah kamarnya dan meeting room nya nyaman restonya ok,lokasi hotel strategis layan ramah kamar meeting room nyaman restonya baik,2,positif,positif
wajib balik lagi ke sini makanan enak trus pelayannya ramah,wajib balik lagi sini makan enak terus layan ramah,2,positif,positif
untuk pelayanan sangan bagus dan untuk sarapannya juga makannya enakk,layan sangan bagus sarap makan enak,2,positif,positif
menyenangkan dan beekesan sekali matur nuwun mb thania cantik dan ramah,senang beekesan sekali matur nuwun cantik ramah,2,positif,positif
resepsionis ramah pelayanan bagus next nanti nginep lagi disini,resepsionis ramah layan bagus next nanti nginep lagi sini,2,positif,positif
break feast enak dan pelayanan baik dari mbak lena,break feast enak layan baik,2,positif,positif
pelayanan baik karyawan hotelnya ramah makanannya juga enak lengkap ada banyak menu nya juga,layan baik karyawan hotel ramah makan enak lengkap banyak menu,2,positif,positif
